"Instituto Nacional de Estadística y Geografía",
"Consulta en línea de los precios promedio del INPC ",
"Publicados en el diario oficial de la Federación mensualmente ",
"Fecha de consulta: 14/03/2023 13:01:46",

"Año","Mes","Fecha_Pub_DOF","Clave ciudad","Nombre ciudad","División","Grupo","Clase","Subclase","Clave genérico","Genérico","Consecutivo","Especificación","Precio promedio","Cantidad","Unidad","Estatus"
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","040","CHULETA, NATURAL, A GRANEL                                  ","109.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","041","CHULETA, NATURAL, A GRANEL                                  ","132.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","042","LOMO, TROZO, A GRANEL                                       ","115.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","043","LOMO, TROZO, A GRANEL                                       ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","044","LOMO, MILANESA, A GRANEL                                    ","106","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","045","LOMO, TROZO, CON HUESO, A GRANEL                            ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","046","LOMO, ESPINAZO, A GRANEL                                    ","118.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","047","LOMO, TROZO, CAÑA, A GRANEL                                 ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","048","LOMO, TROZO, A GRANEL                                       ","114.68","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","049","LOMO, TROZO, A GRANEL                                       ","106.2","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","050","LOMO, TROZO, A GRANEL                                       ","151.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","051","LOMO, ESPINAZO, A GRANEL                                    ","100","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","052","LOMO, TROZO, A GRANEL                                       ","110","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","053","LOMO, TROZO, A GRANEL                                       ","118.7","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","054","LOMO, TROZO, A GRANEL                                       ","135.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","055","LOMO, TROZO, A GRANEL                                       ","112.43","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","056","LOMO, TROZO, S/HUESO, A GRANEL                              ","100","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","057","LOMO, A GRANEL                                              ","127.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","058","LOMO, TROZO, A GRANEL                                       ","114.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","059","LOMO, TROZO, A GRANEL                                       ","137.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","060","LOMO, EN TROZO, A GRANEL                                    ","113","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","061","LOMO, TROZO, A GRANEL                                       ","115.15","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","062","PIERNA, PERNIL, A GRANEL                                    ","102","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","063","PIERNA, TROZO, S/HUESO, A GRANEL                            ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","064","PIERNA, TROZO, S/HUESO, A GRANEL                            ","103","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","065","PIERNA, TROZO, C/HUESO, A GRANEL                            ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","066","PIERNA, TROZO, S/HUESO, A GRANEL                            ","111","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","067","PIERNA, PERNIL, S/HUESO, A GRANEL                           ","98","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","068","LOMO, EN TROZO, A GRANEL                                    ","114.68","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","069","PIERNA, TROZO, S/HUESO, A GRANEL                            ","94.2","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","070","LOMO, TROZO, A GRANEL                                       ","119","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","071","PIERNA, TROZO, A GRANEL                                     ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","072","PIERNA, PERNIL, S/HUESO, A GRANEL                           ","95","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","073","PIERNA, TROZO, S/HUESO, A GRANEL                            ","96.95","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","074","PIERNA, TROZO, C/HUESO, A GRANEL                            ","98.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","075","PIERNA, TROZO, MILANESA, A GRANEL                           ","102.23","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","076","PIERNA, CODILLO, A GRANEL                                   ","63.75","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","077","LOMO, TROZO, A GRANEL                                       ","127.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","078","PIERNA, TROZO, S/HUESO, A GRANEL                            ","107","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","079","PIERNA, TROZO, C/HUESO, A GRANEL                            ","110","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","080","PIERNA, PERNIL, S/HUESO, A GRANEL                           ","140","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","081","PIERNA, PERNIL, S/HUESO, A GRANEL                           ","103.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","082","CHULETA, COSTILLA, A GRANEL                                 ","85","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","083","PIERNA, TROZO, S/HUESO, A GRANEL                            ","95","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","084","O/CORTES, BISTEC, A GRANEL                                  ","95","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","085","O/CORTES, ESPINAZO, A GRANEL                                ","90","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","086","CHULETA, COSTILLA, A GRANEL                                 ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","087","LOMO, A GRANEL                                              ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","088","O/CORTES, BISTEC, A GRANEL                                  ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","089","O/CORTES, MILANESA, A GRANEL                                ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","090","PIERNA, A GRANEL                                            ","120","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","091","CHULETA, COSTILLA, A GRANEL                                 ","97.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","092","PIERNA, PERNIL, A GRANEL                                    ","96","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","093","CHULETA, COSTILLA, A GRANEL                                 ","135.28","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","094","LOMO, ESPINAZO, A GRANEL                                    ","108","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","095","CHULETA, DE CERDO, A GRANEL                                 ","110.48","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","096","LOMO, A GRANEL                                              ","120.15","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","097","O/CORTES, MILANESA, A GRANEL                                ","120.15","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","098","CHULETA, COSTILLA, A GRANEL                                 ","122.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","099","CHULETA, COSTILLA, A GRANEL                                 ","102.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","100","O/CORTES, BISTEC, A GRANEL                                  ","97.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","101","O/CORTES, MILANESA, A GRANEL                                ","97.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","102","LOMO, BISTEC,  A GRANEL                                     ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","103","CHULETA, COSTILLA, A GRANEL                                 ","150","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","06 Carne y vísceras de cerdo","017","Carne de cerdo","104","LOMO, TROZO, S/HUESO, A GRANEL                              ","130","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","001","BISTEC, BOLA, A GRANEL                                      ","217.95","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","002","BISTEC, MILANESA, A GRANEL                                  ","185","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","003","BISTEC, AGUAYON, A GRANEL                                   ","166.25","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","004","BISTEC, AGUAYON, A GRANEL                                   ","175","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","005","RANCHO DON FCO, BISTEC, MILANESA, A GRANEL                  ","219.9","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","006","BISTEC, BOLA, A GRANEL                                      ","190","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","007","BISTEC, AGUAYON, A GRANEL                                   ","183","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","008","BISTEC, AGUAYON, A GRANEL                                   ","184","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","009","BISTEC, AGUAYON, A GRANEL                                   ","189","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","010","BISTEC, DIEZMILLO, A GRANEL                                 ","194.93","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","011","MP, CORTES ESPECIALES, NEW YORK, A GRANEL                   ","312.9","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","012","BISTEC, PULPA, NEGRA, A GRANEL                              ","204","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","013","BISTEC, AGUAYON, A GRANEL                                   ","180","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","014","BISTEC, BOLA, A GRANEL                                      ","190","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","015","BISTEC, AGUAYON, A GRANEL                                   ","160","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","016","BISTEC, P/ASAR, A GRANEL                                    ","199","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","017","BISTEC, BOLA, A GRANEL                                      ","173.75","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","018","BISTEC, AGUAYON, A GRANEL                                   ","190","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","019","CHULETA Y COSTILLA, CHULETA DEL CERO, A GRANEL              ","148.48","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","020","BISTEC, MILANESA, A GRANEL                                  ","180","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","021","BISTEC, AGUAYON, A GRANEL                                   ","198","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","022","BISTEC, AGUAYON, A GRANEL                                   ","180","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","023","BISTEC, BOLA, A GRANEL                                      ","195","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","024","BISTEC, AGUAYON, A GRANEL                                   ","180","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","025","BISTEC, MILANESA, A GRANEL                                  ","182","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","026","BISTEC, MILANESA, A GRANEL                                  ","180","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","027","BISTEC, MILANESA, A GRANEL                                  ","194","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","028","RANCHO DON FCO, BISTEC, MILANESA, A GRANEL                  ","222.5","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","029","BISTEC, DIEZMILLO, A GRANEL                                 ","183","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","030","MOLIDA, ESPECIAL DE SIRLOIN, A GRANEL                       ","185","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","031","MOLIDA, ESPECIAL, A GRANEL                                  ","170","1","KG    ",""
"2022","01","22/02/2022 12:00:00 a. m.","01","Área Met. de la Cd. de México","1. Alimentos, bebidas y tabaco","1.1. Alimentos","1.1.2. Carnes","07 Carne y vísceras de res","018","Carne de res","032","MOLIDA, ESPECIAL, A GRANEL                                  ","114.9","1","KG    ",""
